siteID,HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation,publicationDate
DSNY,001.501,CFGLOC106114,Disney Soil Water Content Profile SP1,2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,2.72,0.15,0.01,1.9,0,33,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,001.502,CFGLOC106118,"Disney Soil Temp Profile SP1, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,3.17,0.12,-0.06,0.7,0,100,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,001.503,CFGLOC106120,"Disney Soil Temp Profile SP1, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,3.17,0.12,-0.16,0.7,0,100,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,001.504,CFGLOC106122,"Disney Soil Temp Profile SP1, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,3.17,0.12,-0.26,0.7,0,100,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,001.505,CFGLOC106124,"Disney Soil Temp Profile SP1, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,3.17,0.12,-0.36,0.7,0,100,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,001.506,CFGLOC106126,"Disney Soil Temp Profile SP1, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,3.17,0.12,-0.56,0.7,0,100,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,001.507,CFGLOC106128,"Disney Soil Temp Profile SP1, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,3.17,0.12,-1.06,0.7,0,100,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,001.508,CFGLOC106130,"Disney Soil Temp Profile SP1, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL100336,"Disney Soil Plot, SP1",2010-01-01T00:00:00Z,NA,3.17,0.12,-1.66,0.7,0,100,28.125035,-81.435892,19.75,20210319T214828Z
DSNY,002.501,CFGLOC106141,Disney Soil Water Content Profile SP2,2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.42,0.01,0,1.1,0,40,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,002.502,CFGLOC106145,"Disney Soil Temp Profile SP2, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.82,0.02,-0.06,0.5,0,90,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,002.503,CFGLOC106147,"Disney Soil Temp Profile SP2, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.82,0.02,-0.16,0.5,0,90,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,002.504,CFGLOC106149,"Disney Soil Temp Profile SP2, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.82,0.02,-0.26,0.5,0,90,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,002.505,CFGLOC106151,"Disney Soil Temp Profile SP2, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.82,0.02,-0.36,0.5,0,90,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,002.506,CFGLOC106153,"Disney Soil Temp Profile SP2, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.82,0.02,-0.56,0.5,0,90,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,002.507,CFGLOC106155,"Disney Soil Temp Profile SP2, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.82,0.02,-1.06,0.5,0,90,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,002.508,CFGLOC106157,"Disney Soil Temp Profile SP2, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL106133,"Disney Soil Plot, SP2",2010-01-01T00:00:00Z,NA,2.82,0.02,-1.66,0.5,0,90,28.125079,-81.435437,19.78,20210319T214828Z
DSNY,003.501,CFGLOC106167,Disney Soil Water Content Profile SP3,2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,2.72,0.18,0,0.6,0,274,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,003.502,CFGLOC106171,"Disney Soil Temp Profile SP3, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,3.12,0.15,-0.06,0.4,0,292,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,003.503,CFGLOC106173,"Disney Soil Temp Profile SP3, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,3.12,0.15,-0.16,0.4,0,292,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,003.504,CFGLOC106175,"Disney Soil Temp Profile SP3, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,3.12,0.15,-0.26,0.4,0,292,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,003.505,CFGLOC106177,"Disney Soil Temp Profile SP3, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,3.12,0.15,-0.36,0.4,0,292,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,003.506,CFGLOC106179,"Disney Soil Temp Profile SP3, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,3.12,0.15,-0.56,0.4,0,292,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,003.507,CFGLOC106181,"Disney Soil Temp Profile SP3, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,3.12,0.15,-1.06,0.4,0,292,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,003.508,CFGLOC106183,"Disney Soil Temp Profile SP3, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL100337,"Disney Soil Plot, SP3",2010-01-01T00:00:00Z,NA,3.12,0.15,-1.66,0.4,0,292,28.12512,-81.434982,19.88,20210319T214828Z
DSNY,004.501,CFGLOC106194,Disney Soil Water Content Profile SP4,2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,2.88,0.05,0,0.9,0,200,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,004.502,CFGLOC106198,"Disney Soil Temp Profile SP4, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,3.48,0.03,-0.06,1.3,0,40,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,004.503,CFGLOC106200,"Disney Soil Temp Profile SP4, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,3.48,0.03,-0.16,1.3,0,40,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,004.504,CFGLOC106202,"Disney Soil Temp Profile SP4, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,3.48,0.03,-0.26,1.3,0,40,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,004.505,CFGLOC106204,"Disney Soil Temp Profile SP4, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,3.48,0.03,-0.36,1.3,0,40,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,004.506,CFGLOC106206,"Disney Soil Temp Profile SP4, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,3.48,0.03,-0.56,1.3,0,40,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,004.507,CFGLOC106208,"Disney Soil Temp Profile SP4, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,3.48,0.03,-1.06,1.3,0,40,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,004.508,CFGLOC106210,"Disney Soil Temp Profile SP4, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL106186,"Disney Soil Plot, SP4",2010-01-01T00:00:00Z,NA,3.48,0.03,-1.66,1.3,0,40,28.125167,-81.434527,19.92,20210319T214828Z
DSNY,005.501,CFGLOC106221,Disney Soil Water Content Profile SP5,2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.38,0.08,0,1,0,270,28.125211,-81.434071,19.98,20210319T214828Z
DSNY,005.502,CFGLOC106225,"Disney Soil Temp Profile SP5, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.88,0.14,-0.06,2,0,18,28.125211,-81.434071,19.98,20210319T214828Z
DSNY,005.503,CFGLOC106227,"Disney Soil Temp Profile SP5, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.88,0.14,-0.16,2,0,18,28.125211,-81.434071,19.98,20210319T214828Z
DSNY,005.504,CFGLOC106229,"Disney Soil Temp Profile SP5, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.88,0.14,-0.26,2,0,18,28.125211,-81.434071,19.98,20210319T214828Z
DSNY,005.505,CFGLOC106231,"Disney Soil Temp Profile SP5, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.88,0.14,-0.36,2,0,18,28.125211,-81.434071,19.98,20210319T214828Z
DSNY,005.506,CFGLOC106233,"Disney Soil Temp Profile SP5, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.88,0.14,-0.56,2,0,18,28.125211,-81.434071,19.98,20210319T214828Z
DSNY,005.507,CFGLOC106235,"Disney Soil Temp Profile SP5, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.88,0.14,-1.06,2,0,18,28.125211,-81.434071,19.98,20210319T214828Z
DSNY,005.508,CFGLOC106237,"Disney Soil Temp Profile SP5, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL100338,"Disney Soil Plot, SP5",2010-01-01T00:00:00Z,NA,2.88,0.14,-1.66,2,0,18,28.125211,-81.434071,19.98,20210319T214828Z
STER,001.501,CFGLOC108956,Sterling Soil Water Content Profile SP1,2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.46,0.4,0,1.5,0,40,40.46187,-103.02967,1364.27,20210319T184621Z
STER,001.502,CFGLOC108960,"Sterling Soil Temp Profile SP1, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.23,0.87,-0.06,0.4,0,190,40.46187,-103.02967,1364.27,20210319T184621Z
STER,001.503,CFGLOC108962,"Sterling Soil Temp Profile SP1, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.23,0.87,-0.16,0.4,0,190,40.46187,-103.02967,1364.27,20210319T184621Z
STER,001.504,CFGLOC108964,"Sterling Soil Temp Profile SP1, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.23,0.87,-0.26,0.4,0,190,40.46187,-103.02967,1364.27,20210319T184621Z
STER,001.505,CFGLOC108966,"Sterling Soil Temp Profile SP1, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.23,0.87,-0.46,0.4,0,190,40.46187,-103.02967,1364.27,20210319T184621Z
STER,001.506,CFGLOC108968,"Sterling Soil Temp Profile SP1, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.23,0.87,-0.86,0.4,0,190,40.46187,-103.02967,1364.27,20210319T184621Z
STER,001.507,CFGLOC108970,"Sterling Soil Temp Profile SP1, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.23,0.87,-1.06,0.4,0,190,40.46187,-103.02967,1364.27,20210319T184621Z
STER,001.508,CFGLOC108972,"Sterling Soil Temp Profile SP1, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL100095,"Sterling Soil Plot, SP1",2010-01-01T00:00:00Z,NA,5.23,0.87,-1.36,0.4,0,190,40.46187,-103.02967,1364.27,20210319T184621Z
STER,002.501,CFGLOC108983,Sterling Soil Water Content Profile SP2,2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.45,0.46,-0.01,1.8,0,190,40.46188,-103.03023,1363.83,20210319T184621Z
STER,002.502,CFGLOC108987,"Sterling Soil Temp Profile SP2, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.64,0.12,-0.05,1.6,0,170,40.46188,-103.03023,1363.83,20210319T184621Z
STER,002.503,CFGLOC108989,"Sterling Soil Temp Profile SP2, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.64,0.12,-0.15,1.6,0,170,40.46188,-103.03023,1363.83,20210319T184621Z
STER,002.504,CFGLOC108991,"Sterling Soil Temp Profile SP2, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.64,0.12,-0.25,1.6,0,170,40.46188,-103.03023,1363.83,20210319T184621Z
STER,002.505,CFGLOC108993,"Sterling Soil Temp Profile SP2, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.64,0.12,-0.45,1.6,0,170,40.46188,-103.03023,1363.83,20210319T184621Z
STER,002.506,CFGLOC108995,"Sterling Soil Temp Profile SP2, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.64,0.12,-0.85,1.6,0,170,40.46188,-103.03023,1363.83,20210319T184621Z
STER,002.507,CFGLOC108997,"Sterling Soil Temp Profile SP2, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.64,0.12,-1.05,1.6,0,170,40.46188,-103.03023,1363.83,20210319T184621Z
STER,002.508,CFGLOC108999,"Sterling Soil Temp Profile SP2, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL108975,"Sterling Soil Plot, SP2",2010-01-01T00:00:00Z,NA,5.64,0.12,-1.35,1.6,0,170,40.46188,-103.03023,1363.83,20210319T184621Z
STER,003.501,CFGLOC109010,Sterling Soil Water Content Profile SP3,2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.41,0.42,0,2.1,0,355,40.46189,-103.03079,1363.22,20210319T184621Z
STER,003.502,CFGLOC109014,"Sterling Soil Temp Profile SP3, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.64,0.09,-0.06,0.9,0,225,40.46189,-103.03079,1363.22,20210319T184621Z
STER,003.503,CFGLOC109016,"Sterling Soil Temp Profile SP3, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.64,0.09,-0.16,0.9,0,225,40.46189,-103.03079,1363.22,20210319T184621Z
STER,003.504,CFGLOC109018,"Sterling Soil Temp Profile SP3, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.64,0.09,-0.26,0.9,0,225,40.46189,-103.03079,1363.22,20210319T184621Z
STER,003.505,CFGLOC109020,"Sterling Soil Temp Profile SP3, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.64,0.09,-0.46,0.9,0,225,40.46189,-103.03079,1363.22,20210319T184621Z
STER,003.506,CFGLOC109022,"Sterling Soil Temp Profile SP3, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.64,0.09,-0.86,0.9,0,225,40.46189,-103.03079,1363.22,20210319T184621Z
STER,003.507,CFGLOC109024,"Sterling Soil Temp Profile SP3, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.64,0.09,-1.06,0.9,0,225,40.46189,-103.03079,1363.22,20210319T184621Z
STER,003.508,CFGLOC109026,"Sterling Soil Temp Profile SP3, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL100097,"Sterling Soil Plot, SP3",2010-01-01T00:00:00Z,NA,5.64,0.09,-1.36,0.9,0,225,40.46189,-103.03079,1363.22,20210319T184621Z
STER,004.501,CFGLOC109037,Sterling Soil Water Content Profile SP4,2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.49,0.53,0,1.6,0,310,40.46191,-103.03135,1362.88,20210319T184621Z
STER,004.502,CFGLOC109041,"Sterling Soil Temp Profile SP4, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.7,0.27,-0.07,0.4,0,95,40.46191,-103.03135,1362.88,20210319T184621Z
STER,004.503,CFGLOC109043,"Sterling Soil Temp Profile SP4, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.7,0.27,-0.17,0.4,0,95,40.46191,-103.03135,1362.88,20210319T184621Z
STER,004.504,CFGLOC109045,"Sterling Soil Temp Profile SP4, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.7,0.27,-0.27,0.4,0,95,40.46191,-103.03135,1362.88,20210319T184621Z
STER,004.505,CFGLOC109047,"Sterling Soil Temp Profile SP4, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.7,0.27,-0.47,0.4,0,95,40.46191,-103.03135,1362.88,20210319T184621Z
STER,004.506,CFGLOC109049,"Sterling Soil Temp Profile SP4, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.7,0.27,-0.87,0.4,0,95,40.46191,-103.03135,1362.88,20210319T184621Z
STER,004.507,CFGLOC109051,"Sterling Soil Temp Profile SP4, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.7,0.27,-1.07,0.4,0,95,40.46191,-103.03135,1362.88,20210319T184621Z
STER,004.508,CFGLOC109053,"Sterling Soil Temp Profile SP4, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL109029,"Sterling Soil Plot, SP4",2010-01-01T00:00:00Z,NA,5.7,0.27,-1.37,0.4,0,95,40.46191,-103.03135,1362.88,20210319T184621Z
STER,005.501,CFGLOC109064,Sterling Soil Water Content Profile SP5,2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.43,0.46,0,0.9,0,160,40.46192,-103.03191,1363.1,20210319T184621Z
STER,005.502,CFGLOC109068,"Sterling Soil Temp Profile SP5, Z2 Depth",2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.73,0.2,-0.07,0.7,0,95,40.46192,-103.03191,1363.1,20210319T184621Z
STER,005.503,CFGLOC109070,"Sterling Soil Temp Profile SP5, Z3 Depth",2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.73,0.2,-0.17,0.7,0,95,40.46192,-103.03191,1363.1,20210319T184621Z
STER,005.504,CFGLOC109072,"Sterling Soil Temp Profile SP5, Z4 Depth",2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.73,0.2,-0.27,0.7,0,95,40.46192,-103.03191,1363.1,20210319T184621Z
STER,005.505,CFGLOC109074,"Sterling Soil Temp Profile SP5, Z5 Depth",2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.73,0.2,-0.47,0.7,0,95,40.46192,-103.03191,1363.1,20210319T184621Z
STER,005.506,CFGLOC109076,"Sterling Soil Temp Profile SP5, Z6 Depth",2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.73,0.2,-0.87,0.7,0,95,40.46192,-103.03191,1363.1,20210319T184621Z
STER,005.507,CFGLOC109078,"Sterling Soil Temp Profile SP5, Z7 Depth",2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.73,0.2,-1.07,0.7,0,95,40.46192,-103.03191,1363.1,20210319T184621Z
STER,005.508,CFGLOC109080,"Sterling Soil Temp Profile SP5, Z8 Depth",2010-01-01T00:00:00Z,NA,SOILPL100098,"Sterling Soil Plot, SP5",2010-01-01T00:00:00Z,NA,5.73,0.2,-1.37,0.7,0,95,40.46192,-103.03191,1363.1,20210319T184621Z
